Current Test: datasets\c2p3.txt
Current Gen	| Free space (%) | Misfits | Chromosome (X, Y)
0			  5					1			(0), (2), (18), (6), (7), (19), (17), (11), (1), (13), (5), (21), (20), (12), (10), (9), (24), (3), (15), (22), (23), (14), (16), (8), (4), 
4			  4					2			(17), (5), (16), (20), (2), (21), (10), (0), (11), (19), (1), (3), (15), (22), (18), (12), (4), (23), (14), (6), (13), (24), (9), (8), (7), 
16			  3.66666					2			(10), (8), (20), (6), (13), (4), (11), (16), (14), (3), (0), (1), (12), (19), (9), (15), (17), (24), (23), (22), (18), (21), (5), (2), (7), 
20			  2					1			(10), (8), (19), (6), (13), (4), (11), (16), (14), (3), (0), (1), (12), (24), (9), (15), (17), (20), (23), (22), (18), (21), (5), (2), (7), 
58			  1.16666					1			(5), (12), (17), (14), (10), (13), (0), (1), (9), (11), (24), (18), (23), (6), (21), (7), (4), (22), (16), (8), (15), (20), (3), (19), (2), 
142			  1					1			(5), (12), (17), (21), (10), (6), (0), (18), (20), (2), (1), (11), (13), (23), (14), (22), (24), (19), (16), (9), (7), (3), (4), (8), (15), 
144			  0.833336					1			(5), (12), (17), (21), (10), (6), (0), (18), (20), (2), (1), (11), (13), (23), (14), (22), (24), (19), (8), (9), (7), (3), (4), (16), (15), 
292			  0.666664					1			(12), (7), (17), (11), (18), (10), (13), (20), (8), (0), (6), (1), (3), (23), (14), (24), (22), (21), (5), (4), (19), (2), (16), (9), (15), 
314			  0.5					1			(12), (7), (17), (18), (6), (10), (15), (11), (20), (0), (1), (23), (13), (22), (21), (24), (14), (3), (5), (4), (19), (2), (16), (9), (8), 
490			  0					0			(7), (18), (4), (23), (6), (0), (2), (10), (11), (3), (1), (17), (13), (12), (22), (5), (15), (19), (20), (14), (21), (16), (9), (24), (8), 
492			  0					0			(7), (18), (4), (23), (6), (0), (2), (10), (11), (3), (1), (17), (13), (12), (22), (5), (15), (19), (20), (14), (21), (16), (9), (24), (8), 
