Current Test: datasets\c2p3.txt
Current Gen	| Free space (%) | Misfits | Chromosome (X, Y)
0			  7					2			(0), (10), (5), (23), (11), (9), (13), (12), (8), (6), (1), (20), (16), (2), (21), (7), (17), (14), (3), (18), (19), (24), (22), (15), (4), 
2			  4.5					1			(7), (18), (4), (20), (16), (19), (12), (0), (17), (6), (23), (5), (13), (11), (24), (21), (15), (9), (1), (10), (3), (8), (2), (14), (22), 
8			  4					1			(1), (9), (10), (18), (15), (24), (13), (0), (16), (5), (19), (7), (21), (6), (17), (11), (8), (2), (23), (14), (22), (4), (3), (12), (20), 
18			  2.5					1			(3), (15), (17), (8), (21), (24), (0), (19), (14), (1), (4), (11), (12), (10), (2), (22), (23), (13), (9), (7), (5), (6), (18), (20), (16), 
32			  2					1			(20), (16), (7), (9), (1), (21), (15), (0), (6), (4), (24), (22), (2), (11), (17), (10), (3), (8), (12), (13), (14), (23), (18), (19), (5), 
48			  1.33334					1			(20), (16), (7), (9), (1), (21), (15), (0), (6), (17), (24), (4), (2), (22), (3), (10), (11), (5), (12), (13), (14), (23), (18), (19), (8), 
80			  1.16666					1			(16), (20), (7), (9), (1), (21), (15), (0), (6), (17), (24), (10), (19), (22), (5), (11), (13), (12), (4), (3), (14), (18), (23), (8), (2), 
488			  0.666664					1			(5), (16), (3), (7), (1), (18), (9), (0), (22), (13), (21), (10), (19), (8), (17), (11), (12), (2), (6), (24), (14), (23), (20), (15), (4), 
1166			  0					0			(3), (16), (7), (5), (1), (6), (9), (0), (17), (24), (21), (10), (22), (11), (19), (20), (2), (12), (23), (18), (15), (4), (8), (14), (13), 
1168			  0					0			(3), (16), (7), (5), (1), (6), (9), (0), (17), (24), (21), (10), (22), (11), (19), (20), (2), (12), (23), (18), (15), (4), (8), (14), (13), 
