Current Test: datasets\c2p3.txt
Current Gen	| Free space (%) | Misfits | Chromosome (X, Y)
0			  4.5					2			(17), (0), (19), (10), (8), (2), (6), (20), (11), (22), (14), (24), (15), (13), (1), (9), (23), (21), (7), (12), (16), (4), (18), (5), (3), 
6			  4					2			(1), (24), (18), (8), (11), (0), (2), (23), (14), (13), (22), (10), (5), (4), (16), (3), (12), (15), (20), (9), (21), (17), (19), (7), (6), 
10			  3.33334					2			(1), (24), (18), (8), (11), (0), (2), (23), (14), (16), (22), (10), (5), (4), (13), (19), (12), (6), (3), (9), (21), (17), (20), (7), (15), 
12			  3					2			(1), (24), (18), (8), (11), (0), (2), (23), (14), (16), (22), (10), (5), (4), (13), (20), (6), (12), (3), (9), (21), (17), (19), (7), (15), 
16			  2.16666					2			(1), (8), (18), (24), (11), (0), (2), (23), (14), (20), (22), (10), (5), (4), (7), (13), (6), (12), (3), (9), (21), (17), (19), (16), (15), 
80			  1.66666					1			(17), (15), (6), (7), (22), (18), (3), (12), (8), (13), (21), (24), (23), (14), (1), (0), (10), (19), (16), (5), (11), (9), (20), (4), (2), 
144			  1.33334					1			(17), (5), (6), (7), (22), (24), (18), (15), (12), (13), (14), (23), (8), (21), (1), (4), (0), (10), (3), (9), (11), (20), (16), (19), (2), 
302			  1.16666					1			(22), (12), (11), (21), (0), (5), (24), (16), (10), (3), (13), (4), (23), (6), (1), (18), (17), (20), (19), (15), (14), (9), (7), (8), (2), 
304			  0.833336					1			(22), (12), (11), (21), (0), (5), (18), (2), (10), (3), (13), (4), (23), (6), (1), (24), (17), (20), (19), (15), (14), (9), (7), (8), (16), 
382			  0					0			(22), (12), (21), (11), (0), (9), (18), (10), (20), (23), (5), (14), (7), (6), (1), (17), (16), (15), (19), (24), (2), (8), (4), (13), (3), 
