Current Test: datasets\c3p3.txt
Current Gen	| Free space (%) | Misfits | Chromosome (X, Y)
0			  6.77778					2			(21), (2), (25), (19), (0), (13), (26), (18), (1), (11), (12), (3), (16), (8), (6), (15), (27), (24), (17), (5), (20), (14), (7), (23), (10), (4), (9), (22), 
2			  5.33334					1			(2), (8), (0), (1), (19), (25), (18), (16), (13), (24), (14), (12), (21), (17), (10), (3), (9), (23), (27), (20), (15), (11), (6), (26), (22), (7), (5), (4), 
6			  4.66666					2			(2), (8), (0), (1), (19), (25), (18), (16), (13), (24), (14), (12), (11), (17), (10), (3), (9), (15), (4), (20), (23), (21), (6), (26), (22), (7), (5), (27), 
20			  4.22222					2			(2), (8), (0), (17), (19), (25), (18), (16), (13), (24), (27), (12), (11), (10), (3), (9), (1), (15), (4), (20), (6), (21), (23), (26), (22), (7), (5), (14), 
32			  3					2			(2), (8), (0), (19), (25), (17), (18), (16), (13), (24), (27), (12), (10), (15), (9), (11), (1), (3), (4), (20), (6), (21), (26), (23), (22), (7), (5), (14), 
174			  2.33334					1			(0), (8), (2), (17), (14), (26), (18), (16), (13), (15), (27), (23), (12), (11), (3), (1), (10), (9), (24), (4), (6), (7), (5), (21), (20), (19), (25), (22), 
214			  2					2			(0), (8), (2), (19), (26), (17), (18), (16), (13), (15), (27), (23), (12), (11), (3), (4), (6), (1), (10), (24), (7), (5), (21), (25), (9), (20), (14), (22), 
224			  1					1			(8), (0), (2), (19), (26), (17), (18), (16), (13), (15), (27), (23), (12), (11), (3), (4), (6), (1), (20), (24), (7), (5), (21), (25), (9), (10), (14), (22), 
3612			  0.833336					1			(0), (8), (2), (26), (14), (18), (1), (16), (13), (7), (15), (23), (12), (11), (17), (20), (5), (3), (21), (19), (22), (27), (25), (4), (24), (6), (9), (10), 
6364			  0					0			(2), (0), (14), (26), (8), (1), (12), (16), (18), (13), (20), (27), (3), (17), (4), (9), (11), (5), (19), (23), (15), (22), (21), (24), (25), (7), (6), (10), 
