Current Test: datasets\c4p3.txt
Current Gen	| Free space (%) | Misfits | Chromosome (X, Y)
0			  5.69444					4			(9), (36), (46), (34), (23), (43), (7), (40), (24), (13), (14), (47), (25), (2), (41), (8), (44), (27), (39), (6), (3), (12), (42), (19), (37), (30), (48), (18), (35), (45), (28), (29), (4), (5), (38), (31), (26), (17), (0), (20), (11), (22), (33), (32), (15), (21), (1), (10), (16), 
2			  4.30556					2			(37), (42), (39), (9), (6), (27), (1), (14), (20), (44), (34), (12), (7), (33), (46), (29), (8), (11), (2), (23), (36), (13), (3), (48), (24), (41), (19), (38), (21), (28), (40), (31), (4), (5), (0), (35), (10), (15), (43), (17), (25), (30), (26), (22), (18), (32), (45), (16), (47), 
4			  4.27778					1			(17), (25), (26), (44), (47), (6), (45), (23), (34), (8), (1), (3), (36), (41), (39), (24), (18), (46), (19), (9), (0), (12), (48), (32), (27), (11), (33), (5), (15), (13), (38), (7), (29), (14), (31), (43), (21), (40), (16), (20), (28), (35), (37), (2), (30), (42), (22), (4), (10), 
16			  3.41666					2			(39), (46), (17), (23), (24), (48), (4), (32), (11), (33), (13), (5), (9), (8), (2), (44), (10), (7), (15), (22), (36), (42), (19), (40), (6), (35), (26), (34), (28), (12), (1), (16), (18), (43), (38), (41), (31), (37), (0), (47), (29), (25), (30), (3), (14), (20), (45), (27), (21), 
20			  3.25					2			(39), (46), (17), (23), (24), (48), (4), (16), (11), (33), (13), (5), (9), (8), (2), (44), (10), (7), (15), (22), (36), (42), (0), (40), (6), (35), (26), (34), (28), (12), (1), (32), (18), (43), (38), (41), (31), (21), (19), (29), (47), (25), (30), (3), (14), (20), (45), (27), (37), 
36			  2.33334					1			(39), (46), (17), (23), (3), (48), (4), (16), (11), (33), (13), (5), (9), (8), (2), (44), (15), (7), (10), (22), (36), (42), (1), (40), (26), (35), (6), (18), (28), (12), (43), (32), (19), (45), (38), (41), (31), (21), (0), (34), (47), (25), (20), (24), (14), (30), (29), (27), (37), 
734			  2.22222					1			(5), (47), (40), (27), (9), (3), (31), (37), (6), (13), (30), (17), (44), (14), (35), (38), (43), (39), (48), (12), (11), (24), (28), (25), (21), (2), (42), (29), (10), (36), (26), (33), (20), (19), (41), (7), (46), (8), (16), (0), (4), (15), (32), (1), (45), (22), (34), (23), (18), 
810			  2.19444					2			(47), (5), (39), (27), (9), (17), (8), (16), (40), (13), (30), (22), (33), (44), (38), (1), (43), (6), (48), (12), (11), (29), (28), (25), (42), (21), (20), (14), (31), (2), (37), (36), (26), (19), (41), (7), (46), (35), (23), (18), (4), (0), (24), (32), (45), (3), (15), (10), (34), 
816			  1.88889					2			(47), (5), (39), (14), (9), (17), (8), (3), (40), (13), (30), (22), (33), (44), (38), (1), (43), (6), (48), (12), (11), (29), (28), (25), (42), (21), (20), (27), (2), (31), (37), (36), (26), (19), (41), (7), (46), (35), (23), (18), (4), (0), (24), (32), (45), (16), (15), (10), (34), 
1398			  1.77778					2			(48), (5), (40), (9), (6), (17), (10), (21), (35), (33), (13), (32), (30), (43), (8), (39), (27), (29), (38), (14), (3), (47), (20), (2), (12), (1), (0), (25), (28), (36), (44), (18), (15), (31), (46), (37), (7), (16), (23), (41), (19), (4), (45), (26), (42), (24), (11), (22), (34), 
1498			  1.55556					2			(9), (48), (39), (5), (2), (6), (27), (24), (30), (13), (32), (21), (33), (15), (43), (8), (29), (0), (40), (16), (35), (12), (38), (17), (18), (1), (47), (25), (28), (36), (44), (14), (20), (31), (46), (37), (7), (3), (34), (23), (41), (4), (45), (26), (22), (11), (42), (10), (19), 
2092			  1.44444					2			(9), (0), (39), (5), (40), (44), (2), (30), (13), (33), (24), (11), (18), (21), (43), (32), (35), (8), (6), (38), (22), (12), (10), (48), (29), (1), (25), (17), (28), (47), (3), (20), (36), (31), (15), (46), (37), (4), (41), (16), (23), (7), (34), (26), (45), (19), (42), (27), (14), 
2408			  1.08334					1			(5), (9), (40), (0), (2), (39), (23), (3), (13), (44), (30), (6), (8), (32), (22), (12), (11), (17), (21), (35), (25), (1), (31), (28), (36), (18), (15), (47), (34), (46), (33), (48), (38), (4), (20), (14), (37), (7), (24), (26), (41), (43), (16), (29), (19), (45), (10), (42), (27), 
4188			  1					1			(18), (5), (40), (2), (39), (27), (9), (24), (44), (23), (35), (13), (0), (30), (34), (37), (17), (6), (20), (8), (12), (25), (48), (1), (11), (22), (28), (47), (10), (3), (36), (46), (4), (41), (42), (7), (31), (19), (16), (38), (43), (45), (29), (33), (21), (26), (32), (14), (15), 
6678			  0.777779					1			(5), (33), (39), (22), (45), (19), (2), (40), (44), (43), (13), (30), (27), (47), (6), (16), (37), (3), (1), (8), (12), (11), (29), (25), (28), (4), (9), (15), (10), (34), (48), (21), (26), (36), (23), (38), (46), (41), (35), (0), (7), (31), (32), (42), (24), (17), (14), (18), (20), 
8954			  0.638885					3			(27), (5), (39), (2), (9), (45), (0), (40), (44), (23), (16), (13), (17), (1), (30), (6), (37), (12), (35), (26), (25), (32), (22), (34), (28), (47), (36), (48), (4), (43), (41), (42), (19), (31), (11), (46), (8), (38), (7), (33), (10), (24), (14), (3), (15), (21), (29), (20), (18), 
9034			  0.611115					3			(27), (5), (39), (2), (9), (45), (0), (40), (44), (23), (1), (13), (18), (29), (30), (6), (37), (12), (35), (26), (25), (32), (28), (17), (34), (48), (36), (47), (4), (41), (24), (46), (43), (15), (33), (3), (8), (31), (10), (7), (19), (38), (11), (42), (16), (22), (20), (14), (21), 
9046			  0.555557					1			(27), (5), (39), (2), (9), (45), (0), (40), (44), (23), (1), (13), (18), (29), (30), (6), (37), (12), (35), (26), (25), (32), (28), (17), (34), (48), (36), (47), (4), (41), (24), (46), (43), (15), (33), (3), (8), (31), (7), (10), (19), (38), (22), (42), (16), (11), (20), (14), (21), 
9696			  0.444443					2			(40), (27), (5), (2), (9), (45), (6), (0), (30), (44), (13), (1), (23), (16), (37), (39), (38), (35), (12), (26), (32), (25), (34), (28), (36), (47), (17), (48), (43), (3), (31), (4), (14), (10), (41), (46), (7), (42), (18), (8), (24), (33), (19), (22), (20), (15), (11), (29), (21), 
10020			  0.416664					2			(5), (27), (40), (9), (2), (6), (30), (45), (0), (44), (26), (13), (23), (37), (39), (16), (35), (12), (1), (25), (32), (28), (36), (33), (46), (18), (43), (48), (47), (4), (31), (8), (7), (41), (34), (17), (42), (11), (29), (24), (22), (3), (19), (10), (20), (15), (14), (38), (21), 
10124			  0.361115					2			(5), (27), (39), (9), (6), (23), (2), (45), (0), (44), (26), (13), (30), (8), (40), (32), (35), (12), (25), (1), (28), (29), (36), (48), (46), (18), (22), (47), (43), (4), (31), (41), (16), (24), (42), (34), (17), (14), (37), (10), (3), (7), (19), (11), (38), (33), (15), (20), (21), 
11312			  0.194443					1			(5), (33), (39), (9), (2), (45), (44), (40), (13), (26), (30), (19), (16), (27), (23), (8), (35), (6), (12), (25), (42), (1), (48), (28), (47), (36), (46), (17), (18), (34), (43), (4), (31), (38), (41), (11), (37), (32), (24), (7), (0), (29), (3), (14), (15), (22), (10), (21), (20), 
20000			  0.194443					1			(27), (5), (39), (9), (40), (2), (13), (23), (45), (44), (19), (30), (6), (26), (8), (32), (12), (17), (35), (25), (1), (28), (14), (48), (16), (47), (36), (42), (43), (4), (34), (31), (46), (37), (7), (29), (41), (10), (38), (15), (0), (24), (22), (3), (18), (11), (20), (33), (21), 
