Current Test: datasets\c3p3.txt
Current Gen	| Free space (%) | Misfits | Chromosome (X, Y)
0			  8					2			(18), (26), (4), (27), (7), (23), (5), (2), (13), (8), (12), (22), (6), (24), (16), (11), (3), (14), (0), (25), (10), (21), (19), (9), (17), (15), (20), (1), 
2			  5.33334					1			(8), (25), (24), (0), (1), (3), (12), (17), (27), (22), (20), (11), (23), (13), (18), (2), (14), (21), (26), (6), (9), (10), (5), (4), (16), (7), (19), (15), 
20			  4.44444					2			(12), (18), (26), (11), (27), (17), (7), (1), (2), (20), (3), (4), (13), (15), (9), (14), (16), (0), (10), (19), (8), (6), (22), (21), (5), (24), (25), (23), 
22			  4					1			(23), (0), (3), (18), (22), (13), (12), (21), (7), (25), (17), (24), (2), (26), (11), (15), (14), (27), (20), (5), (6), (8), (9), (1), (10), (16), (4), (19), 
188			  3.88889					2			(13), (21), (17), (27), (0), (2), (3), (20), (4), (26), (9), (15), (7), (22), (19), (12), (23), (18), (8), (11), (1), (24), (5), (6), (16), (14), (10), (25), 
196			  3.77778					2			(13), (21), (17), (27), (0), (2), (3), (20), (9), (26), (4), (15), (7), (22), (19), (12), (14), (18), (8), (6), (1), (24), (5), (11), (16), (23), (10), (25), 
198			  3.33334					1			(13), (21), (17), (27), (0), (2), (3), (20), (9), (26), (4), (15), (7), (22), (19), (12), (14), (18), (8), (6), (23), (24), (5), (11), (16), (1), (10), (25), 
320			  3.11111					2			(1), (13), (14), (9), (3), (6), (22), (19), (24), (27), (8), (20), (17), (15), (11), (23), (26), (0), (10), (25), (18), (21), (12), (7), (4), (2), (5), (16), 
404			  2.77778					2			(17), (13), (24), (9), (15), (22), (3), (19), (27), (14), (8), (11), (10), (23), (7), (1), (26), (0), (12), (18), (4), (21), (6), (16), (2), (25), (5), (20), 
562			  2.61111					2			(13), (17), (24), (20), (6), (8), (22), (23), (3), (14), (27), (1), (11), (19), (26), (16), (4), (9), (7), (2), (15), (18), (0), (12), (21), (25), (5), (10), 
1230			  1.77778					1			(25), (1), (9), (24), (19), (8), (15), (22), (3), (13), (17), (10), (23), (11), (14), (26), (4), (12), (0), (18), (21), (16), (7), (27), (2), (20), (5), (6), 
1436			  1.33334					1			(25), (1), (20), (24), (5), (13), (8), (22), (3), (17), (15), (10), (23), (11), (14), (26), (0), (18), (21), (27), (12), (2), (4), (7), (16), (9), (6), (19), 
20000			  1.33334					1			(9), (26), (24), (10), (5), (17), (3), (8), (13), (15), (25), (14), (6), (1), (11), (4), (20), (18), (27), (22), (7), (23), (21), (12), (16), (2), (0), (19), 
