Current Test: datasets\c3p3.txt
Current Gen	| Free space (%) | Misfits | Chromosome (X, Y)
0			  7					2			(3), (4), (7), (17), (12), (10), (25), (0), (13), (2), (15), (23), (26), (18), (19), (5), (24), (20), (9), (16), (11), (21), (22), (8), (1), (14), (6), (27), 
6			  6.88889					2			(16), (22), (17), (0), (3), (12), (15), (25), (19), (20), (23), (24), (26), (2), (18), (9), (10), (13), (8), (1), (21), (6), (27), (11), (14), (4), (5), (7), 
8			  4.77778					2			(25), (18), (8), (12), (27), (1), (23), (22), (19), (0), (6), (14), (16), (3), (13), (9), (11), (7), (2), (26), (17), (4), (10), (15), (21), (5), (20), (24), 
70			  3.94444					3			(2), (25), (24), (17), (13), (23), (12), (8), (1), (9), (3), (18), (4), (16), (21), (15), (26), (0), (27), (11), (14), (5), (22), (6), (19), (7), (20), (10), 
72			  3.11111					2			(2), (25), (24), (17), (13), (23), (12), (8), (1), (9), (3), (18), (4), (16), (21), (15), (26), (0), (27), (11), (14), (10), (22), (7), (19), (6), (20), (5), 
158			  2.88889					3			(2), (25), (24), (1), (23), (13), (17), (12), (27), (5), (3), (18), (0), (8), (21), (10), (14), (4), (9), (15), (6), (16), (26), (11), (19), (7), (20), (22), 
196			  2.66666					2			(2), (25), (24), (17), (1), (13), (23), (12), (27), (3), (18), (15), (0), (8), (14), (5), (26), (21), (11), (9), (6), (20), (10), (4), (19), (7), (16), (22), 
322			  2.33334					2			(25), (2), (24), (17), (1), (18), (23), (12), (27), (3), (13), (0), (6), (4), (15), (8), (5), (26), (10), (14), (7), (22), (21), (20), (16), (11), (9), (19), 
632			  1.44444					1			(2), (24), (26), (17), (13), (25), (12), (9), (14), (0), (8), (1), (3), (27), (18), (21), (11), (20), (7), (19), (4), (5), (16), (22), (15), (23), (10), (6), 
716			  1.38889					2			(2), (25), (24), (21), (13), (26), (12), (4), (14), (8), (3), (0), (19), (18), (17), (1), (11), (16), (9), (5), (27), (20), (10), (23), (7), (15), (6), (22), 
738			  0.833336					1			(2), (25), (24), (21), (13), (26), (12), (4), (14), (8), (3), (0), (1), (18), (17), (19), (11), (16), (20), (5), (27), (9), (22), (23), (6), (10), (7), (15), 
20000			  0.833336					1			(25), (2), (16), (26), (21), (13), (24), (12), (14), (3), (1), (0), (23), (9), (8), (18), (7), (17), (11), (20), (19), (15), (5), (4), (27), (22), (6), (10), 
