Current Test: datasets\c3p3.txt
Current Gen	| Free space (%) | Misfits | Chromosome (X, Y)
0			  5.5					1			(24), (5), (22), (15), (27), (3), (4), (8), (25), (21), (9), (6), (13), (11), (17), (26), (10), (12), (18), (0), (23), (1), (20), (19), (14), (2), (7), (16), 
12			  5.33334					1			(17), (27), (8), (23), (6), (26), (10), (20), (9), (0), (2), (1), (18), (3), (12), (21), (7), (5), (16), (13), (11), (24), (25), (22), (14), (4), (19), (15), 
28			  3.77778					1			(26), (19), (17), (3), (20), (14), (27), (10), (18), (23), (13), (12), (2), (0), (24), (21), (11), (5), (25), (22), (1), (4), (15), (7), (16), (9), (8), (6), 
240			  2.33334					1			(14), (8), (10), (13), (23), (20), (3), (2), (18), (12), (5), (1), (7), (0), (16), (4), (22), (17), (19), (21), (11), (6), (26), (24), (27), (25), (9), (15), 
272			  2					1			(14), (8), (10), (13), (23), (16), (3), (2), (18), (12), (15), (0), (7), (1), (4), (5), (20), (17), (9), (6), (11), (19), (21), (26), (24), (25), (22), (27), 
1708			  1.77778					1			(20), (8), (14), (13), (19), (17), (21), (16), (3), (18), (23), (0), (12), (2), (1), (4), (11), (24), (26), (25), (5), (22), (27), (6), (9), (15), (7), (10), 
1820			  1.33334					1			(9), (14), (8), (13), (17), (19), (21), (5), (3), (18), (23), (0), (2), (12), (11), (4), (24), (15), (20), (27), (25), (22), (6), (26), (10), (1), (7), (16), 
2182			  1					1			(14), (8), (9), (13), (19), (17), (21), (5), (3), (18), (2), (16), (23), (10), (0), (12), (11), (7), (4), (6), (1), (24), (25), (27), (15), (26), (20), (22), 
2858			  0.833336					1			(14), (8), (9), (13), (19), (2), (27), (3), (6), (21), (18), (23), (16), (4), (12), (1), (5), (22), (0), (11), (15), (24), (26), (7), (17), (25), (20), (10), 
3774			  0.277779					1			(6), (8), (14), (13), (19), (27), (3), (2), (20), (9), (21), (5), (18), (23), (0), (12), (4), (1), (22), (11), (10), (16), (26), (17), (25), (15), (24), (7), 
20000			  0.277779					1			(20), (8), (14), (13), (19), (1), (6), (27), (3), (10), (22), (21), (18), (23), (2), (0), (5), (12), (9), (4), (11), (25), (24), (16), (26), (17), (7), (15), 
