Current Test: datasets\c4p3.txt
Current Gen	| Free space (%) | Misfits | Chromosome (X, Y)
0			  5.16666					3			(35), (41), (9), (23), (11), (20), (29), (6), (37), (28), (2), (31), (40), (39), (5), (3), (7), (30), (8), (24), (46), (10), (21), (26), (12), (16), (34), (22), (14), (4), (36), (43), (33), (0), (44), (15), (45), (38), (17), (42), (48), (18), (19), (47), (32), (25), (13), (1), (27), 
8			  4.33334					4			(25), (13), (43), (34), (9), (30), (6), (11), (26), (16), (48), (20), (17), (44), (0), (18), (39), (1), (12), (32), (2), (35), (40), (33), (15), (22), (47), (21), (3), (41), (7), (4), (8), (14), (46), (23), (27), (36), (24), (5), (37), (19), (42), (31), (45), (38), (29), (28), (10), 
10			  3.5					2			(25), (13), (43), (34), (9), (30), (6), (11), (26), (16), (48), (20), (15), (44), (0), (18), (39), (1), (12), (32), (2), (35), (40), (33), (17), (22), (47), (21), (3), (41), (7), (4), (8), (14), (46), (23), (27), (36), (24), (5), (37), (19), (42), (31), (45), (38), (29), (28), (10), 
30			  3.25					2			(25), (13), (43), (34), (9), (30), (6), (24), (3), (29), (48), (16), (41), (44), (0), (15), (39), (12), (1), (11), (47), (35), (40), (22), (26), (33), (2), (21), (17), (18), (7), (4), (8), (45), (46), (23), (27), (36), (32), (5), (38), (31), (42), (19), (20), (37), (14), (28), (10), 
42			  3.16666					2			(25), (13), (43), (34), (9), (30), (6), (24), (21), (29), (48), (16), (41), (44), (0), (15), (39), (12), (1), (11), (47), (35), (40), (22), (26), (33), (2), (42), (19), (17), (7), (4), (27), (45), (46), (23), (8), (36), (38), (5), (32), (31), (3), (14), (20), (37), (18), (28), (10), 
44			  2.80556					2			(25), (13), (43), (34), (9), (30), (6), (24), (21), (29), (48), (16), (41), (44), (0), (15), (39), (12), (1), (11), (47), (35), (40), (22), (26), (3), (2), (42), (19), (17), (7), (4), (27), (45), (46), (23), (8), (36), (31), (5), (32), (38), (33), (14), (20), (37), (18), (28), (10), 
56			  2.25					1			(25), (13), (43), (34), (9), (30), (6), (24), (21), (18), (48), (16), (41), (44), (0), (15), (39), (12), (1), (11), (47), (35), (40), (14), (26), (42), (2), (3), (19), (17), (7), (4), (27), (45), (46), (23), (8), (36), (31), (5), (32), (38), (28), (33), (20), (37), (29), (22), (10), 
3144			  1.80556					1			(35), (5), (40), (47), (15), (29), (34), (41), (23), (30), (31), (33), (37), (46), (45), (11), (3), (28), (48), (6), (19), (20), (18), (21), (25), (17), (39), (43), (8), (32), (22), (4), (38), (0), (1), (24), (36), (12), (10), (7), (9), (44), (26), (27), (42), (14), (13), (16), (2), 
3858			  1.52778					1			(5), (39), (37), (41), (48), (30), (26), (33), (45), (27), (16), (29), (28), (19), (46), (32), (18), (34), (23), (8), (6), (25), (36), (43), (2), (15), (4), (42), (0), (10), (11), (20), (1), (44), (38), (14), (35), (22), (40), (24), (12), (7), (9), (17), (3), (13), (21), (31), (47), 
4438			  1.38889					2			(40), (5), (30), (47), (14), (41), (26), (42), (18), (9), (28), (4), (44), (27), (46), (16), (31), (38), (36), (24), (45), (6), (10), (25), (32), (43), (1), (21), (23), (34), (48), (2), (35), (8), (37), (11), (3), (19), (7), (33), (22), (12), (20), (39), (13), (15), (17), (0), (29), 
4450			  1.11111					1			(40), (5), (30), (47), (14), (41), (19), (42), (18), (9), (28), (4), (44), (38), (46), (16), (31), (45), (27), (24), (36), (6), (33), (25), (32), (43), (1), (21), (23), (34), (48), (2), (35), (8), (37), (12), (3), (22), (7), (10), (26), (11), (20), (39), (13), (15), (17), (0), (29), 
4910			  1					1			(5), (39), (48), (41), (30), (28), (27), (26), (9), (42), (22), (4), (46), (31), (11), (15), (44), (45), (43), (36), (6), (35), (17), (34), (25), (14), (0), (18), (23), (37), (3), (2), (32), (16), (20), (47), (8), (10), (1), (38), (7), (29), (24), (33), (12), (40), (21), (19), (13), 
10900			  0.777779					1			(1), (40), (30), (5), (41), (42), (47), (29), (28), (46), (31), (4), (3), (20), (38), (36), (15), (8), (37), (48), (25), (26), (6), (44), (22), (43), (23), (35), (27), (32), (9), (2), (19), (13), (10), (17), (0), (21), (7), (12), (34), (11), (39), (16), (14), (18), (33), (45), (24), 
