Current Test: datasets\c3p3.txt
Current Gen	| Free space (%) | Misfits | Chromosome (X, Y)
0			  7.27778					2			(3), (18), (0), (4), (13), (10), (16), (27), (17), (24), (7), (8), (9), (12), (22), (11), (25), (23), (1), (19), (15), (26), (14), (2), (20), (6), (21), (5), 
4			  5.5					1			(18), (12), (5), (26), (1), (24), (0), (17), (13), (7), (10), (8), (19), (23), (3), (21), (25), (6), (9), (15), (4), (27), (20), (11), (16), (14), (2), (22), 
24			  5.33334					2			(0), (5), (3), (18), (9), (6), (26), (24), (27), (2), (20), (12), (14), (13), (17), (7), (4), (10), (19), (11), (8), (16), (23), (15), (1), (25), (21), (22), 
38			  4					1			(18), (5), (26), (15), (10), (2), (3), (24), (27), (0), (7), (12), (1), (13), (16), (9), (4), (20), (19), (11), (8), (14), (25), (6), (17), (23), (21), (22), 
112			  3.33334					2			(18), (2), (21), (15), (10), (26), (3), (24), (7), (4), (13), (12), (27), (17), (0), (22), (16), (1), (23), (9), (11), (14), (5), (8), (25), (6), (20), (19), 
116			  2.33334					1			(12), (2), (21), (15), (10), (26), (3), (24), (27), (4), (13), (18), (7), (17), (0), (22), (16), (1), (23), (20), (11), (14), (5), (8), (25), (6), (9), (19), 
290			  2					1			(12), (2), (26), (24), (21), (3), (9), (22), (0), (13), (4), (18), (25), (10), (1), (20), (23), (11), (14), (16), (6), (17), (7), (15), (8), (5), (19), (27), 
298			  1.55556					1			(12), (2), (26), (24), (21), (3), (9), (22), (4), (13), (0), (18), (25), (10), (1), (20), (23), (11), (27), (16), (6), (8), (7), (15), (17), (5), (19), (14), 
326			  1.44444					1			(12), (2), (24), (26), (21), (3), (4), (6), (9), (18), (0), (13), (20), (25), (17), (10), (14), (27), (22), (11), (15), (7), (16), (8), (1), (5), (19), (23), 
404			  1.33334					1			(12), (2), (24), (26), (21), (3), (0), (1), (25), (18), (4), (13), (5), (17), (10), (7), (14), (11), (27), (16), (6), (15), (8), (20), (22), (23), (19), (9), 
496			  1					1			(12), (2), (26), (24), (21), (3), (0), (18), (25), (4), (19), (13), (17), (20), (1), (7), (14), (11), (27), (5), (22), (8), (10), (16), (23), (6), (15), (9), 
514			  0.833336					1			(12), (2), (26), (24), (21), (3), (0), (25), (18), (4), (23), (13), (1), (17), (20), (7), (19), (11), (27), (5), (22), (8), (16), (6), (9), (10), (15), (14), 
674			  0.777779					2			(12), (2), (26), (24), (21), (3), (0), (18), (13), (4), (25), (14), (1), (17), (20), (23), (11), (7), (27), (16), (5), (10), (8), (9), (6), (19), (15), (22), 
828			  0.555557					1			(12), (2), (24), (26), (21), (3), (25), (0), (18), (13), (14), (1), (4), (9), (5), (15), (23), (27), (11), (17), (8), (10), (20), (19), (16), (6), (7), (22), 
832			  0.222221					1			(12), (2), (24), (26), (21), (3), (25), (0), (13), (18), (14), (1), (4), (9), (17), (22), (23), (27), (11), (5), (8), (10), (20), (19), (16), (6), (7), (15), 
20000			  0.222221					1			(12), (2), (24), (26), (21), (3), (25), (23), (4), (13), (14), (17), (8), (19), (11), (18), (20), (7), (0), (1), (5), (10), (27), (6), (22), (9), (16), (15), 
