Current Test: datasets\c3p3.txt
Current Gen	| Free space (%) | Misfits | Chromosome (X, Y)
0			  8					2			(15), (8), (11), (4), (12), (6), (22), (21), (3), (14), (2), (25), (13), (27), (5), (20), (0), (9), (18), (26), (7), (16), (24), (19), (1), (17), (10), (23), 
2			  6.33334					2			(26), (11), (0), (10), (13), (9), (12), (15), (24), (18), (20), (6), (16), (19), (3), (17), (21), (7), (2), (4), (23), (5), (27), (22), (14), (8), (1), (25), 
10			  6.11111					2			(26), (11), (0), (16), (13), (9), (12), (15), (24), (18), (20), (22), (10), (19), (17), (3), (7), (21), (2), (4), (23), (5), (27), (6), (14), (8), (1), (25), 
30			  4.77778					2			(12), (1), (16), (9), (11), (8), (2), (23), (13), (18), (0), (26), (7), (10), (6), (3), (15), (22), (25), (14), (4), (17), (21), (27), (19), (24), (20), (5), 
38			  4					1			(0), (14), (18), (8), (26), (9), (20), (13), (5), (12), (10), (17), (6), (27), (7), (23), (3), (2), (19), (16), (22), (25), (4), (21), (1), (24), (15), (11), 
48			  2.33334					1			(1), (17), (13), (14), (8), (24), (0), (2), (7), (9), (26), (27), (4), (16), (12), (10), (18), (20), (3), (19), (15), (5), (21), (25), (11), (6), (23), (22), 
2518			  2					1			(17), (1), (13), (19), (8), (24), (0), (16), (2), (20), (22), (26), (10), (21), (4), (12), (18), (3), (25), (11), (23), (5), (9), (14), (27), (7), (15), (6), 
2708			  1.83334					2			(17), (1), (13), (14), (23), (2), (24), (26), (7), (0), (21), (16), (4), (9), (18), (25), (12), (3), (11), (8), (5), (27), (19), (15), (10), (6), (20), (22), 
2848			  1.55556					2			(1), (17), (13), (27), (26), (2), (0), (4), (12), (21), (16), (18), (25), (24), (3), (14), (20), (7), (5), (11), (8), (15), (19), (23), (6), (10), (22), (9), 
2858			  1					1			(1), (17), (13), (27), (26), (2), (0), (4), (18), (21), (16), (12), (25), (24), (20), (3), (14), (22), (5), (11), (8), (15), (19), (23), (6), (10), (7), (9), 
14328			  0.833336					1			(1), (17), (13), (21), (16), (2), (0), (4), (12), (25), (27), (7), (18), (22), (24), (3), (20), (8), (9), (19), (11), (5), (15), (6), (26), (14), (23), (10), 
14958			  0.555557					1			(1), (17), (13), (21), (16), (2), (25), (0), (4), (12), (18), (3), (26), (11), (10), (20), (8), (15), (5), (9), (19), (24), (6), (23), (14), (7), (27), (22), 
20000			  0.555557					1			(1), (17), (13), (21), (16), (2), (0), (25), (4), (12), (10), (3), (24), (19), (18), (20), (9), (7), (27), (6), (11), (8), (5), (14), (26), (23), (22), (15), 
