Current Test: datasets\c3p3.txt
Current Gen	| Free space (%) | Misfits | Chromosome (X, Y)
0			  7.33334					2			(21), (14), (5), (23), (22), (0), (27), (3), (16), (6), (12), (8), (10), (13), (19), (1), (2), (18), (7), (26), (25), (17), (11), (20), (4), (24), (15), (9), 
4			  6.11111					3			(13), (17), (23), (1), (2), (8), (16), (18), (11), (4), (19), (0), (9), (12), (21), (3), (6), (14), (7), (22), (26), (15), (24), (5), (27), (25), (10), (20), 
6			  5.66666					2			(13), (17), (23), (1), (2), (8), (16), (18), (5), (4), (19), (0), (9), (12), (21), (3), (6), (14), (7), (22), (26), (15), (24), (11), (27), (25), (10), (20), 
8			  4.88889					2			(13), (17), (27), (1), (2), (8), (16), (18), (5), (4), (19), (0), (9), (12), (21), (3), (6), (25), (7), (22), (26), (15), (24), (11), (23), (14), (10), (20), 
22			  4.55556					2			(13), (17), (27), (1), (2), (8), (16), (12), (5), (6), (19), (0), (11), (18), (21), (3), (4), (25), (26), (9), (10), (15), (22), (24), (23), (14), (7), (20), 
24			  4.44444					2			(13), (17), (27), (1), (2), (8), (16), (12), (5), (6), (19), (0), (11), (18), (21), (3), (4), (25), (26), (9), (7), (15), (14), (24), (23), (22), (10), (20), 
28			  4.11111					2			(13), (17), (27), (1), (2), (8), (16), (12), (5), (6), (19), (0), (11), (18), (21), (3), (4), (25), (24), (9), (7), (15), (26), (14), (23), (22), (10), (20), 
50			  3.66666					2			(13), (17), (19), (1), (2), (8), (16), (27), (11), (6), (12), (0), (5), (18), (21), (3), (4), (25), (24), (7), (20), (14), (15), (26), (23), (10), (22), (9), 
60			  3.22222					2			(13), (17), (19), (1), (2), (8), (16), (27), (11), (6), (12), (0), (7), (18), (21), (4), (3), (25), (24), (5), (10), (14), (15), (26), (9), (20), (22), (23), 
82			  1.44444					1			(13), (17), (1), (27), (11), (8), (16), (19), (2), (6), (18), (7), (0), (12), (3), (4), (21), (25), (24), (5), (10), (14), (15), (26), (9), (20), (22), (23), 
390			  1.33334					1			(13), (1), (17), (11), (27), (8), (23), (16), (2), (12), (18), (4), (5), (7), (22), (20), (6), (3), (0), (25), (21), (26), (10), (14), (24), (19), (9), (15), 
2336			  1					1			(13), (17), (1), (11), (14), (8), (25), (5), (2), (12), (4), (18), (21), (23), (22), (16), (15), (3), (0), (6), (9), (10), (27), (26), (24), (20), (19), (7), 
2870			  0.888885					2			(13), (17), (1), (8), (14), (11), (25), (2), (18), (5), (12), (21), (23), (15), (16), (4), (20), (9), (3), (7), (0), (26), (27), (19), (24), (10), (6), (22), 
2908			  0.833336					2			(13), (17), (1), (8), (14), (11), (25), (2), (5), (18), (12), (15), (23), (4), (16), (9), (0), (6), (21), (3), (20), (26), (27), (19), (24), (10), (7), (22), 
3082			  0.555557					1			(13), (1), (17), (8), (14), (11), (5), (25), (2), (12), (18), (20), (0), (3), (21), (9), (27), (16), (26), (4), (10), (23), (24), (19), (6), (7), (15), (22), 
20000			  0.555557					1			(13), (17), (1), (11), (4), (20), (2), (16), (12), (14), (18), (8), (23), (0), (25), (3), (26), (9), (21), (5), (27), (24), (6), (19), (15), (10), (7), (22), 
