Current Test: datasets\c2p3.txt
Current Gen	| Free space (%) | Misfits | Chromosome (X, Y)
0			  7.5					2			(8), (14), (0), (11), (4), (12), (1), (22), (13), (19), (20), (15), (5), (7), (9), (2), (17), (10), (6), (18), (16), (23), (3), (21), (24), 
2			  6.16666					2			(23), (13), (3), (8), (0), (24), (15), (9), (11), (1), (19), (5), (4), (21), (10), (2), (6), (17), (18), (16), (14), (12), (22), (7), (20), 
4			  4.5					1			(17), (4), (21), (9), (0), (10), (13), (15), (19), (1), (8), (11), (20), (14), (23), (24), (18), (3), (2), (16), (12), (6), (5), (7), (22), 
8			  4.16666					2			(21), (11), (19), (12), (6), (1), (14), (15), (3), (10), (13), (0), (23), (8), (24), (22), (17), (2), (20), (9), (5), (4), (18), (7), (16), 
10			  2.5					1			(21), (11), (19), (12), (6), (1), (14), (15), (3), (10), (5), (0), (23), (8), (24), (22), (17), (2), (20), (9), (13), (4), (18), (7), (16), 
16			  2.33334					1			(9), (11), (19), (12), (6), (1), (0), (15), (3), (10), (5), (14), (23), (8), (24), (22), (17), (2), (20), (21), (7), (4), (18), (13), (16), 
24			  1.33334					1			(23), (21), (24), (10), (22), (0), (13), (15), (6), (11), (20), (7), (12), (1), (8), (5), (2), (14), (17), (18), (3), (16), (9), (19), (4), 
32			  1					1			(23), (14), (24), (10), (22), (0), (13), (2), (6), (11), (8), (7), (12), (1), (20), (5), (19), (21), (17), (18), (3), (16), (9), (15), (4), 
90			  0.833336					1			(23), (18), (14), (10), (22), (0), (13), (2), (6), (11), (20), (7), (9), (1), (8), (12), (19), (17), (5), (24), (21), (3), (16), (15), (4), 
304			  0.666664					1			(22), (14), (24), (23), (0), (10), (20), (3), (6), (11), (21), (13), (1), (17), (19), (12), (4), (18), (2), (7), (5), (16), (9), (8), (15), 
402			  0.5					1			(5), (16), (22), (23), (0), (10), (21), (7), (20), (11), (14), (13), (19), (1), (17), (3), (12), (6), (4), (18), (24), (2), (9), (15), (8), 
422			  0					0			(23), (5), (22), (16), (0), (10), (21), (7), (20), (11), (14), (13), (12), (1), (17), (15), (6), (19), (4), (18), (9), (2), (3), (24), (8), 
424			  0					0			(23), (5), (22), (16), (0), (10), (21), (7), (20), (11), (14), (13), (12), (1), (17), (15), (6), (19), (4), (18), (9), (2), (3), (24), (8), 
