Current Test: datasets\c4p3.txt
Current Gen	| Free space (%) | Misfits | Chromosome (X, Y)
0			  6.38889					2			(46), (31), (8), (36), (13), (25), (32), (39), (1), (45), (33), (19), (5), (20), (26), (38), (43), (6), (4), (37), (9), (34), (17), (24), (14), (21), (40), (12), (47), (28), (11), (41), (16), (2), (44), (42), (48), (35), (30), (18), (22), (15), (23), (29), (7), (27), (10), (0), (3), 
2			  5.13889					3			(45), (0), (6), (43), (40), (3), (5), (41), (1), (33), (13), (15), (21), (26), (17), (48), (2), (23), (42), (28), (10), (4), (47), (31), (16), (11), (24), (29), (7), (8), (27), (36), (12), (32), (20), (14), (18), (46), (39), (38), (37), (9), (25), (34), (30), (19), (44), (35), (22), 
4			  4.25					3			(46), (6), (44), (7), (39), (40), (34), (29), (21), (5), (17), (0), (26), (4), (32), (45), (20), (24), (1), (8), (48), (28), (9), (3), (36), (22), (27), (19), (25), (14), (42), (30), (43), (15), (23), (35), (11), (38), (12), (33), (16), (41), (13), (31), (18), (37), (2), (47), (10), 
8			  3.97222					2			(46), (6), (44), (7), (39), (40), (34), (29), (21), (5), (17), (0), (26), (4), (32), (45), (20), (24), (1), (8), (48), (28), (9), (3), (36), (22), (27), (19), (25), (18), (42), (11), (43), (15), (23), (35), (30), (38), (12), (33), (37), (41), (13), (31), (14), (16), (2), (47), (10), 
14			  3.88889					2			(35), (45), (40), (23), (32), (22), (26), (39), (8), (17), (21), (18), (34), (28), (38), (19), (43), (25), (3), (9), (27), (20), (12), (1), (15), (24), (6), (41), (46), (36), (11), (2), (13), (16), (47), (14), (5), (44), (7), (37), (33), (4), (10), (29), (42), (30), (48), (31), (0), 
18			  3.77778					2			(41), (29), (6), (20), (36), (32), (17), (35), (39), (8), (7), (9), (40), (1), (0), (3), (24), (14), (10), (44), (46), (43), (11), (47), (26), (5), (28), (12), (22), (33), (42), (25), (48), (34), (13), (15), (27), (2), (31), (37), (4), (23), (18), (30), (21), (16), (38), (45), (19), 
42			  3.69444					2			(12), (21), (31), (14), (28), (42), (19), (9), (40), (23), (44), (2), (36), (33), (43), (32), (29), (39), (22), (48), (13), (35), (34), (5), (1), (27), (4), (7), (3), (15), (17), (25), (37), (47), (38), (16), (30), (6), (0), (46), (10), (41), (45), (8), (20), (24), (26), (11), (18), 
44			  2.44444					1			(12), (21), (31), (14), (28), (8), (19), (9), (39), (23), (44), (2), (36), (33), (43), (32), (29), (40), (22), (48), (13), (35), (34), (5), (1), (27), (4), (7), (3), (15), (17), (25), (37), (47), (38), (16), (30), (6), (0), (46), (10), (41), (45), (42), (20), (24), (26), (11), (18), 
262			  2.25					2			(20), (12), (31), (43), (28), (16), (39), (17), (2), (47), (23), (48), (13), (44), (36), (0), (37), (10), (19), (30), (42), (40), (45), (34), (1), (5), (9), (7), (4), (32), (33), (46), (15), (8), (41), (25), (27), (18), (6), (21), (29), (24), (3), (38), (22), (26), (11), (35), (14), 
294			  1.91666					2			(21), (12), (31), (43), (23), (16), (47), (15), (2), (28), (39), (48), (13), (36), (44), (0), (37), (29), (19), (30), (26), (40), (34), (45), (14), (5), (9), (7), (4), (27), (46), (17), (1), (41), (8), (25), (24), (18), (33), (20), (3), (32), (10), (38), (6), (35), (11), (42), (22), 
