Current Test: datasets\c4p3.txt
Current Gen	| Free space (%) | Misfits | Chromosome (X, Y)
0			  4.77778					2			(13), (4), (28), (29), (9), (0), (46), (44), (23), (38), (22), (30), (19), (40), (12), (39), (32), (36), (6), (24), (33), (5), (42), (37), (45), (17), (26), (2), (34), (10), (47), (7), (11), (8), (43), (41), (27), (16), (48), (20), (14), (31), (15), (1), (35), (18), (25), (21), (3), 
2			  4.27778					2			(28), (15), (11), (26), (12), (48), (39), (25), (36), (0), (34), (33), (7), (2), (8), (43), (29), (23), (9), (3), (1), (37), (40), (20), (10), (16), (21), (6), (35), (41), (19), (44), (31), (18), (14), (38), (47), (46), (4), (5), (42), (32), (13), (45), (22), (30), (17), (27), (24), 
4			  3.86111					2			(28), (15), (11), (26), (12), (48), (39), (25), (36), (0), (34), (33), (7), (2), (8), (43), (29), (23), (9), (3), (14), (37), (40), (20), (10), (16), (21), (6), (35), (41), (19), (44), (31), (18), (1), (38), (47), (46), (4), (5), (42), (32), (13), (45), (22), (30), (17), (27), (24), 
6			  3.77778					2			(23), (42), (10), (40), (37), (31), (28), (17), (9), (0), (33), (43), (7), (5), (44), (19), (39), (36), (18), (15), (2), (13), (46), (47), (34), (16), (32), (25), (6), (27), (12), (4), (8), (24), (38), (3), (45), (30), (48), (21), (22), (26), (41), (11), (35), (14), (20), (1), (29), 
24			  3.63889					3			(23), (42), (10), (40), (31), (37), (28), (33), (2), (26), (29), (43), (7), (5), (44), (48), (15), (36), (9), (39), (18), (13), (46), (41), (34), (0), (32), (25), (6), (27), (12), (4), (8), (11), (38), (16), (45), (35), (19), (22), (21), (30), (47), (24), (20), (14), (3), (1), (17), 
32			  3.27778					3			(23), (42), (10), (40), (31), (37), (28), (33), (2), (26), (29), (43), (7), (5), (44), (39), (15), (36), (9), (48), (20), (22), (46), (41), (34), (0), (32), (25), (6), (27), (12), (4), (8), (11), (18), (16), (45), (35), (19), (14), (21), (30), (47), (24), (38), (13), (3), (1), (17), 
36			  2.86111					2			(23), (42), (10), (40), (31), (37), (28), (33), (2), (26), (29), (43), (7), (5), (44), (39), (15), (36), (9), (48), (20), (22), (46), (41), (34), (0), (32), (25), (6), (27), (12), (4), (8), (11), (3), (16), (45), (24), (19), (14), (21), (30), (47), (35), (38), (13), (18), (1), (17), 
40			  2.44444					3			(23), (42), (10), (40), (31), (37), (28), (33), (2), (26), (29), (43), (7), (5), (44), (39), (15), (36), (9), (48), (20), (22), (46), (41), (34), (0), (32), (25), (6), (3), (12), (4), (8), (11), (27), (16), (45), (47), (19), (14), (21), (30), (24), (35), (38), (13), (18), (1), (17), 
42			  2.11111					2			(23), (42), (10), (40), (31), (37), (28), (33), (2), (26), (29), (43), (7), (5), (44), (39), (15), (36), (9), (48), (20), (22), (46), (41), (34), (0), (32), (25), (6), (3), (12), (4), (8), (11), (27), (30), (45), (47), (19), (14), (21), (16), (24), (35), (38), (13), (18), (1), (17), 
44			  1.86111					2			(23), (42), (10), (40), (31), (37), (28), (33), (2), (26), (29), (43), (7), (5), (44), (39), (15), (36), (9), (48), (20), (22), (46), (41), (34), (0), (32), (25), (6), (3), (12), (4), (8), (11), (27), (30), (1), (47), (19), (14), (21), (16), (24), (35), (38), (13), (18), (45), (17), 
236			  1.44444					3			(23), (42), (10), (40), (19), (37), (28), (33), (2), (7), (47), (44), (32), (11), (5), (26), (36), (39), (43), (46), (27), (9), (41), (34), (6), (8), (0), (22), (25), (29), (12), (20), (1), (17), (4), (30), (48), (14), (31), (35), (24), (45), (13), (21), (18), (38), (15), (16), (3), 
290			  1.41666					3			(23), (42), (10), (40), (26), (37), (28), (47), (29), (7), (2), (11), (44), (27), (19), (5), (36), (39), (43), (46), (32), (9), (41), (6), (14), (34), (16), (25), (8), (0), (12), (30), (4), (18), (1), (15), (48), (33), (31), (35), (45), (38), (13), (17), (22), (24), (21), (20), (3), 
336			  1.19444					2			(23), (42), (11), (40), (26), (37), (28), (47), (29), (7), (2), (32), (44), (27), (19), (5), (43), (39), (36), (46), (15), (9), (41), (6), (18), (21), (16), (8), (25), (0), (12), (30), (4), (14), (1), (17), (31), (33), (48), (35), (45), (20), (13), (3), (10), (24), (38), (34), (22), 
496			  1.11111					2			(23), (42), (11), (40), (26), (37), (28), (2), (43), (7), (19), (15), (16), (5), (29), (47), (44), (36), (39), (9), (32), (41), (3), (46), (35), (6), (25), (34), (38), (45), (12), (30), (4), (31), (20), (27), (0), (10), (22), (1), (48), (13), (14), (33), (21), (24), (8), (17), (18), 
512			  1					2			(23), (42), (11), (40), (26), (37), (28), (9), (43), (15), (19), (7), (16), (5), (29), (47), (44), (32), (39), (2), (36), (41), (3), (46), (35), (6), (25), (34), (38), (45), (12), (30), (4), (31), (20), (27), (0), (1), (33), (10), (48), (13), (14), (22), (8), (18), (21), (17), (24), 
1076			  0.916664					1			(23), (42), (10), (40), (32), (48), (28), (9), (7), (43), (5), (27), (26), (29), (15), (44), (19), (24), (2), (39), (36), (3), (46), (41), (35), (6), (25), (45), (12), (0), (4), (30), (8), (34), (1), (47), (16), (11), (14), (22), (13), (31), (37), (33), (20), (18), (38), (17), (21), 
10576			  0.666664					1			(24), (43), (11), (39), (9), (23), (35), (5), (7), (19), (40), (36), (28), (44), (41), (22), (34), (32), (48), (16), (29), (0), (6), (26), (1), (12), (18), (25), (4), (33), (38), (46), (14), (8), (30), (37), (3), (2), (27), (17), (47), (20), (13), (45), (31), (15), (21), (10), (42), 
16958			  0.527779					2			(43), (24), (26), (33), (40), (9), (2), (5), (7), (6), (36), (23), (8), (44), (47), (41), (39), (34), (28), (1), (12), (25), (0), (37), (4), (17), (21), (35), (46), (3), (30), (32), (10), (27), (19), (45), (48), (18), (15), (20), (13), (22), (42), (31), (11), (29), (16), (38), (14), 
17302			  0.444443					2			(43), (24), (19), (10), (40), (9), (48), (5), (7), (6), (8), (36), (44), (2), (1), (41), (23), (0), (28), (39), (12), (25), (35), (37), (33), (4), (3), (46), (34), (26), (18), (16), (14), (32), (47), (27), (45), (17), (21), (30), (20), (42), (31), (13), (22), (11), (29), (38), (15), 
17356			  0.388885					2			(24), (43), (19), (10), (40), (9), (48), (5), (7), (6), (8), (2), (44), (36), (1), (41), (0), (23), (39), (28), (12), (25), (4), (16), (35), (37), (34), (46), (29), (26), (3), (18), (20), (32), (45), (27), (14), (30), (47), (42), (17), (13), (31), (21), (33), (11), (38), (22), (15), 
20000			  0.388885					2			(24), (19), (43), (11), (39), (2), (48), (5), (7), (40), (35), (44), (23), (9), (36), (41), (1), (37), (28), (16), (25), (34), (6), (12), (4), (29), (17), (8), (0), (3), (26), (14), (32), (46), (45), (42), (20), (21), (47), (27), (31), (30), (13), (18), (10), (33), (38), (22), (15), 
